STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CDSD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX90,DX90_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-03,,,,,,,9,",S",0,",S",,,,,,,48,",S,16,",,,,,,,35.5,",,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-04,,,,,,,1,",S",0,",S",,,,,,,53,",S,30,",,,,,,,41.8,",,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-05,,,,,,,0,",S",0,",S",,,,,,,59,",S,31,",,,,,,,48.4,",,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-06,,,,,,,0,",S",0,",S",,,,,0.49,"4,,S,22,",65,",S,01,",,,3.48,"4,,,S",,,52.6,",,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-07,,,,,,,0,"1,S",0,"1,S",,,,,,,66,"1,S,17,",,,,,,,58.1,"1,,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-08,,,,,,,0,",S",0,",S",,,,,,,68,",S,19,",,,,,,,54.8,",,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-09,,,,,,,0,",S",0,",S",,,,,,,64,",S,07,",,,,,,,50.3,",,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-10,,,,,,,2,"1,S",0,"1,S",,,,,,,54,"1,S,09,",,,,,,,41.3,"1,,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-11,,,,,,,21,",S",0,",S",,,,,,,45,",S,09,",,,,,,,31.2,",,,S",,
CHM00056033,"MADOI, CH",34.917,98.217,4273,2014-12,,,,,,,27,",S",0,",S",,,,,,,37,",S,05,",,,,,,,23.3,",,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-01,,,,,,,0,",S",0,",S",,,,,,,78,",S,03,",,,,,,,69.6,",,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-02,,,,,,,0,",S",0,",S",,,,,,,80,",S,03,",,,,,,,64.4,",,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-03,,,,,,,0,"1,S",0,"1,S",,,,,,,83,"1,S,27,",,,,,,,70.2,"1,,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-04,,,,,,,0,"1,S",0,"1,S",,,,,,,87,"1,S,13,",,,,,,,79.5,"1,,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-05,,,,,,,0,"1,S",2,"1,S",,,,,,,92,"1,S,27,",,,,,,,84.4,"1,,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-06,,,,,,,0,",S",11,",S",,,,,,,97,",S,15,",,,,,,,89,",,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-07,,,,,,,0,"3,S",14,"3,S",,,,,,,96,"3,S,23,",,,,,,,89.9,"3,,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-08,,,,,,,0,",S",8,",S",,,,,,,94,",S,01,",,,,,,,87.9,",,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-09,,,,,,,0,"1,S",9,"1,S",,,,,,,94,"1,S,30,",,,,,,,88.9,"1,,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-10,,,,,,,0,"1,S",0,"1,S",,,,,,,89,"1,S,11,",,,,,,,84.6,"1,,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-11,,,,,,,0,",S",0,",S",,,,,,,86,",S,01,",,,,,,,77.8,",,,S",,
CHM00059663,"YANGJIANG, CH",21.867,111.967,22,2014-12,,,,,,,0,",S",0,",S",,,,,,,75,",S,01,",,,,,,,64.3,",,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-01,,,,,,,5,"1,S",0,"1,S",,,,,,,58,"1,S,31,",,,,,,,38.9,"1,,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-02,,,,,,,9,",S",0,",S",,,,,,,57,",S,01,",,,,,,,37.6,",,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-03,,,,,,,0,"3,S",0,"3,S",,,,,,,75,"3,S,26,",,,,,,,59.2,"3,,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-04,,,,,,,0,"3,S",0,"3,S",,,,,,,82,"3,S,30,",,,,,,,68.5,"3,,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-05,,,,,,,0,"1,S",3,"1,S",,,,,,,93,"1,S,29,",,,,,,,77.4,"1,,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-06,,,,,,,0,",S",3,",S",,,,,,,92,",S,01,",,,,,,,83.6,",,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-07,,,,,,,0,"3,S",16,"3,S",,,,,,,99,"3,S,30,",,,,,,,88.6,"3,,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-08,,,,,,,0,",S",2,",S",,,,,,,99,",S,01,",,,,,,,81.3,",,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-09,,,,,,,0,",S",0,",S",,,,,,,87,",S,04,",,,,,,,75.2,",,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-10,,,,,,,0,"1,S",0,"1,S",,,,,,,78,"1,S,24,",,,,,,,67.3,"1,,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-11,,,,,,,1,",S",0,",S",,,,,,,56,",S,04,",,,,,,,45.9,",,,S",,
CHM00053614,"YINCHUAN, CH",38.467,106.2,1112,2014-12,,,,,,,18,",S",0,",S",,,,,,,50,",S,29,",,,,,,,32.8,",,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-01,,,,,,,0,"1,S",0,"1,S",,,,,,,57,"1,S,02,",,,,,,,45.6,"1,,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-02,,,,,,,4,",S",0,",S",,,,,,,63,",S,26,",,,,,,,43,",,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-03,,,,,,,0,",S",0,",S",,,,,,,84,",S,27,",,,,,,,63.6,",,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-04,,,,,,,0,",S",0,",S",,,,,,,82,",S,24,",,,,,,,72.2,",,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-05,,,,,,,0,"1,S",10,"1,S",,,,,,,102,"1,S,30,",,,,,,,86.1,"1,,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-06,,,,,,,0,"1,S",12,"1,S",,,,,,,97,"1,S,14,",,,,,,,86,"1,,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-07,,,,,,,0,"1,S",19,"1,S",,,,,,,100,"1,S,19,",,,,,,,89.9,"1,,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-08,,,,,,,0,",S",7,",S",,,,,,,97,",S,04,",,,,,,,86.6,",,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-09,,,,,,,0,"1,S",0,"1,S",,,,,,,87,"1,S,05,",,,,,,,77.2,"1,,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-10,,,,,,,0,"2,S",0,"2,S",,,,,,,82,"2,S,18,",,,,,,,71.7,"2,,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-11,,,,,,,0,",S",0,",S",,,,,,,64,",S,03,",,,,,,,55.8,",,,S",,
CHM00054823,"JINAN, CH",36.6,117.05,169,2014-12,,,,,,,0,"1,S",0,"1,S",,,,,,,57,"1,S,30,",,,,,,,42.5,"1,,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-01,,,,,,,0,"1,S",0,"1,S",,,,,,,55,"1,S,24,",,,,,,,46.5,"1,,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-02,,,,,,,0,"1,S",0,"1,S",,,,,,,59,"1,S,03,",,,,,,,45,"1,,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-03,,,,,,,0,",S",0,",S",,,,,,,60,",S,28,+",,,,,,,49.5,",,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-04,,,,,,,0,",S",0,",S",,,,,,,64,",S,30,",,,,,,,56.1,",,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-05,,,,,,,0,",S",0,",S",,,,,,,72,",S,31,",,,,,,,60,",,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-06,,,,,,,0,",S",0,",S",,,,,,,76,",S,04,",,,,,,,68.4,",,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-07,,,,,,,0,"2,S",0,"2,S",,,,,1.01,"1,,S,12,",73,"2,S,06,",,,7.3,"1,,,S",,,66.5,"2,,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-08,,,,,,,0,",S",0,",S",,,,,0.57,"5,,S,27,",71,",S,19,+",,,2.36,"5,,,S",,,64.6,",,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-09,,,,,,,0,",S",0,",S",,,,,,,78,",S,17,",,,,,,,65.8,",,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-10,,,,,,,0,"1,S",0,"1,S",,,,,,,68,"1,S,14,",,,,,,,60.7,"1,,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-11,,,,,,,0,",S",0,",S",,,,,,,61,",S,08,",,,,,,,52.2,",,,S",,
CHM00056444,"DEQEN, CH",28.45,98.883,3320,2014-12,,,,,,,0,",S",0,",S",,,,,,,53,",S,31,+",,,,,,,46.7,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-01,,,,,,,0,",S",0,",S",,,,,,,62,",S,24,",,,,,,,51.2,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-02,,,,,,,0,",S",0,",S",,,,,,,59,",S,03,",,,,,,,50.4,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-03,,,,,,,0,",S",0,",S",,,,,,,78,",S,17,",,,,,,,63,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-04,,,,,,,0,"1,S",0,"1,S",,,,,,,85,"1,S,17,",,,,,,,74.4,"1,,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-05,,,,,,,0,",S",0,",S",,,,,0.61,"5,,S,09,",89,",S,31,",,,2.1,"5,,,S",,,77.7,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-06,,,,,,,0,",S",4,",S",,,,,,,95,",S,18,",,,,,,,81.5,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-07,,,,,,,0,"1,S",23,"1,S",,,,,,,102,"1,S,30,",,,,,,,93.2,"1,,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-08,,,,,,,0,",S",14,",S",,,,,,,104,",S,06,",,,,,,,88.3,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-09,,,,,,,0,",S",1,",S",,,,,,,91,",S,11,",,,,,,,79.4,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-10,,,,,,,0,"1,S",0,"1,S",,,,,,,85,"1,S,07,",,,,,,,73.3,"1,,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-11,,,,,,,0,",S",0,",S",,,,,,,71,",S,05,",,,,,,,59.8,",,,S",,
CHM00057411,"NANCHONG, CH",30.8,106.083,310,2014-12,,,,,,,0,",S",0,",S",,,,,,,60,",S,07,",,,,,,,51.8,",,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-01,,,,,,,11,"2,S",0,"2,S",,,,,,,43,"2,S,26,",,,,,,,31.7,"2,,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-02,,,,,,,21,",S",0,",S",,,,,,,41,",S,20,",,,,,,,23.6,",,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-03,,,,,17,"5,S",1,"1,S",0,"1,S",7,"5,S,03,",,,,,75,"1,S,31,",,,,,37.9,"6,S",50.4,"1,,,S",25.4,"5,,,S"
CHM00051431,"YINING, CH",43.95,81.333,664,2014-04,,,,,,,0,",S",0,",S",,,,,,,83,",S,25,",,,,,,,65.4,",,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-05,,,,,,,0,",S",3,",S",,,,,,,91,",S,29,",,,,,,,80,",,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-06,,,,,0,"5,S",0,",S",11,",S",43,"5,S,01,",,,,,97,",S,28,",,,,,72,"5,S",85.1,",,,S",58.8,"5,,,S"
CHM00051431,"YINING, CH",43.95,81.333,664,2014-07,,,,,,,0,"2,S",13,"2,S",,,,,,,100,"2,S,11,",,,,,,,88.5,"2,,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-08,,,,,0,"5,S",0,",S",11,",S",53,"5,S,02,",,,,,94,",S,31,+",,,,,71.9,"5,S",86.3,",,,S",57.4,"5,,,S"
CHM00051431,"YINING, CH",43.95,81.333,664,2014-09,,,,,,,0,"1,S",2,"1,S",,,,,,,92,"1,S,01,",,,,,,,76.5,"1,,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-10,,,,,,,0,"4,S",0,"4,S",,,,,,,78,"4,S,23,",,,,,,,62.9,"4,,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-11,,,,,,,4,",S",0,",S",,,,,,,66,",S,02,",,,,,,,43.8,",,,S",,
CHM00051431,"YINING, CH",43.95,81.333,664,2014-12,,,,,27,"4,S",11,",S",0,",S",0,"4,S,15,",,,,,43,",S,03,",,,,,24,"4,S",34.3,",,,S",13.6,"4,,,S"
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-01,,,,,,,25,",S",0,",S",,,,,,,46,",S,29,",,,,,,,25.7,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-02,,,,,,,21,",S",0,",S",,,,,,,54,",S,25,",,,,,,,27.7,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-03,,,,,,,4,",S",0,",S",,,,,,,70,",S,24,",,,,,,,47.5,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-04,,,,,,,0,",S",0,",S",,,,,,,89,",S,30,",,,,,,,65.9,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-05,,,,,,,0,",S",2,",S",,,,,,,100,",S,31,",,,,,,,69.2,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-06,,,,,,,0,",S",2,",S",,,,,,,92,",S,30,",,,,,,,79.7,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-07,,,,,,,0,"1,S",11,"1,S",,,,,,,99,"1,S,31,+",,,,,,,87.6,"1,,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-08,,,,,,,0,",S",5,",S",,,,,,,94,",S,01,",,,,,,,84,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-09,,,,,,,0,",S",0,",S",,,,,,,81,",S,06,",,,,,,,72.3,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-10,,,,,,,0,"1,S",0,"1,S",,,,,,,78,"1,S,19,",,,,,,,58.7,"1,,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-11,,,,,,,2,",S",0,",S",,,,,,,60,",S,04,",,,,,,,43.6,",,,S",,
CHM00054027,"LINDONG, CH",43.983,119.4,485,2014-12,,,,,,,25,",S",0,",S",,,,,,,36,",S,27,",,,,,,,23.4,",,,S",,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-01,0,S,,,28,"3,S",0,"1,S",0,"1,S",12,"3,S,13,",,,,,55,"1,S,23,",,,,,33.4,"4,S",47.6,"1,,,S",19.2,"3,,,S"
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-02,0,S,,,21,"5,S",0,",S",0,",S",14,"5,S,18,",,,,,61,",S,10,",,,,,39.1,"5,S",53.3,",,,S",25,"5,,,S"
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-03,,,,,,,0,",S",0,",S",,,,,,,65,",S,28,",,,,,,,54.9,",,,S",,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-04,,,,,,,0,",S",0,",S",,,,,,,69,",S,22,+",,,,,,,60.8,",,,S",,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-05,,,,,,,0,",S",0,",S",,,,,,,80,",S,21,",,,,,,,70.6,",,,S",,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-06,,,,,,,0,"1,S",0,"1,S",,,,,,,85,"1,S,18,",,,,,,,78.6,"1,,,S",,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-07,,,,,,,,,,,,,,,1.6,"3,,S,16,",,,,,10.1,"3,,,S",,,,,,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-08,,,,,,,0,",S",0,",S",,,,,1.11,"2,,S,14,",79,",S,09,",,,9.13,"2,,,S",,,71.1,",,,S",,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-09,,,,,,,0,",S",0,",S",,,,,,,74,",S,06,",,,,,,,68.3,",,,S",,
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-10,,,,,4,"4,S",0,"1,S",0,"1,S",28,"4,S,30,",,,,,69,"1,S,15,",,,,,49.8,"5,S",62.1,"1,,,S",37.5,"4,,,S"
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-11,,,,,24,"2,S",0,",S",0,",S",20,"2,S,26,",,,,,66,",S,10,+",,,,,43.3,"2,S",58.2,",,,S",28.5,"2,,,S"
CHM00055591,"LHASA, CH",29.667,91.133,3650,2014-12,,,,,26,"5,S",0,"2,S",0,"2,S",15,"5,S,18,",,,,,63,"2,S,02,",,,,,38,"6,S",53.6,"2,,,S",22.4,"5,,,S"
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-01,,,,,,,28,",S",0,",S",,,,,,,37,",S,23,",,,,,,,23.9,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-02,,,,,,,22,",S",0,",S",,,,,,,54,",S,26,",,,,,,,27.4,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-03,,,,,,,4,",S",0,",S",,,,,,,71,",S,24,",,,,,,,48.3,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-04,,,,,,,0,",S",1,",S",,,,,,,92,",S,30,",,,,,,,67.1,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-05,,,,,,,0,",S",2,",S",,,,,,,104,",S,31,",,,,,,,71,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-06,,,,,,,0,",S",5,",S",,,,,,,97,",S,01,",,,,,,,83.2,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-07,,,,,,,0,"1,S",9,"1,S",,,,,,,100,"1,S,28,",,,,,,,88.2,"1,,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-08,,,,,,,0,",S",2,",S",,,,,,,96,",S,01,",,,,,,,85.3,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-09,,,,,,,0,",S",0,",S",,,,,,,84,",S,17,",,,,,,,73.1,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-10,,,,,,,0,"1,S",0,"1,S",,,,,,,80,"1,S,19,",,,,,,,58.9,"1,,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-11,,,,,,,3,",S",0,",S",,,,,,,62,",S,04,",,,,,,,44.2,",,,S",,
CHM00054026,"JARUD QI, CH",44.567,120.9,266,2014-12,,,,,,,27,"1,S",0,"1,S",,,,,,,36,"1,S,27,+",,,,,,,22.1,"1,,,S",,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-01,,,,,,,23,",S",0,",S",,,,,,,43,",S,04,",,,,,,,29.4,",,,S",,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-02,,,,,23,"5,S",10,",S",0,",S",-17,"5,S,18,",,,,,39,",S,03,",,,,,18.9,"5,S",32.1,",,,S",5.6,"5,,,S"
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-03,,,,,,,9,",S",0,",S",,,,,,,47,",S,28,",,,,,,,36.2,",,,S",,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-04,,,,,,,0,",S",0,",S",,,,,,,53,",S,30,",,,,,,,43.6,",,,S",,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-05,,,,,19,"4,S",0,"1,S",0,"1,S",23,"4,S,03,",,,,,62,"1,S,21,",,,,,41.5,"5,S",52.9,"1,,,S",30,"4,,,S"
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-06,,,,,,,0,",S",0,",S",,,,,,,70,",S,06,",,,,,,,62.8,",,,S",,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-07,,,,,0,"3,S",0,"1,S",0,"1,S",38,"3,S,25,",,,0.54,"5,,S,29,",67,"1,S,27,",353,S,3.15,"5,,,S",51.8,"4,S",60.9,"1,,,S",42.7,"3,,,S"
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-08,,,,,,,0,",S",0,",S",,,,,0.66,"1,,S,21,",64,",S,10,+",,,4.63,"1,,,S",,,57.1,",,,S",,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-09,,,,,3,"4,S",0,",S",0,",S",22,"4,S,28,",,,,,62,",S,21,",,,,,45.7,"4,S",55.7,",,,S",35.6,"4,,,S"
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-10,,,,,26,"4,S",0,"2,S",0,"2,S",14,"4,S,20,",,,,,55,"2,S,10,+",,,,,34,"6,S",46.3,"2,,,S",21.8,"4,,,S"
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-11,,,,,,,2,",S",0,",S",,,,,,,50,",S,08,",,,,,,,39.5,",,,S",,
CHM00055472,"XAINZA, CH",30.95,88.633,4670,2014-12,,,,,,,10,"1,S",0,"1,S",,,,,,,47,"1,S,02,",,,,,,,34.1,"1,,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-01,,,,,,,13,",S",0,",S",,,,,,,54,",S,30,",,,,,,,35.9,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-02,,,,,,,4,",S",0,",S",,,,,,,57,",S,23,",,,,,,,40.5,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-03,,,,,,,0,",S",0,",S",,,,,,,77,",S,25,",,,,,,,58.8,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-04,,,,,,,0,"1,S",0,"1,S",,,,,,,86,"1,S,29,",,,,,,,70.9,"1,,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-05,,,,,,,0,",S",4,",S",,,,,,,101,",S,31,",,,,,,,78.9,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-06,,,,,,,0,",S",9,",S",,,,,,,94,",S,09,",,,,,,,86.3,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-07,,,,,,,0,"1,S",20,"1,S",,,,,,,101,"1,S,29,",,,,,,,92.2,"1,,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-08,,,,,,,0,",S",13,",S",,,,,,,95,",S,27,",,,,,,,89.3,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-09,,,,,,,0,",S",2,",S",,,,,,,91,",S,04,",,,,,,,81.6,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-10,,,,,,,0,"1,S",0,"1,S",,,,,,,86,"1,S,08,",,,,,,,69,"1,,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-11,,,,,,,2,",S",0,",S",,,,,,,60,",S,07,",,,,,,,46.7,",,,S",,
CHM00052418,"DUNHUANG, CH",40.15,94.683,1140,2014-12,,,,,,,25,",S",0,",S",,,,,,,41,",S,28,",,,,,,,28.7,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-01,,,,,,,0,",S",0,",S",,,,,,,79,",S,30,",,,,,,,67.6,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-02,,,,,,,0,",S",0,",S",,,,,,,84,",S,03,",,,,,,,64.2,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-03,,,,,,,0,"1,S",0,"1,S",,,,,,,86,"1,S,26,",,,,,,,69.3,"1,,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-04,,,,,,,0,",S",1,",S",,,,,,,92,",S,13,",,,,,,,80.1,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-05,,,,,,,0,",S",5,",S",,,,,3.21,"3,,S,08,",94,",S,31,",,,20.02,"3,,,S",,,82.6,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-06,,,,,,,0,",S",17,",S",,,,,,,97,",S,28,",,,,,,,90.3,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-07,,,,,,,0,"2,S",26,"2,S",,,,,,,99,"2,S,23,",,,,,,,94.5,"2,,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-08,,,,,,,0,",S",27,",S",,,,,,,99,",S,01,",,,,,,,92.9,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-09,,,,,,,0,",S",24,",S",,,,,,,97,",S,03,",,,,,,,92.4,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-10,,,,,,,0,"1,S",7,"1,S",,,,,,,92,"1,S,21,",,,,,,,86.6,"1,,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-11,,,,,,,0,",S",1,",S",,,,,,,91,",S,01,",,,,,,,75.8,",,,S",,
CHM00059293,"HEYUAN, CH",23.8,114.733,41,2014-12,,,,,,,0,",S",0,",S",,,,,,,74,",S,24,",,,,,,,63,",,,S",,
CHM00050915,"ULIASTAI, CH",45.517,116.967,840,2014-01,,,,,,,31,",S",0,",S",,,,,,,29,",S,23,",,,,,,,15.2,",,,S",,
CHM00050915,"ULIASTAI, CH",45.517,116.967,840,2014-02,,,,,,,23,",S",0,",S",,,,,,,49,",S,25,",,,,,,,20.3,",,,S",,
CHM00050915,"ULIASTAI, CH",45.517,116.967,840,2014-03,,,,,,,11,",S",0,",S",,,,,,,63,",S,25,",,,,,,,41.8,",,,S",,
CHM00050915,"ULIASTAI, CH",45.517,116.967,840,2014-04,,,,,,,0,",S",0,",S",,,,,,,81,",S,29,",,,,,,,60.8,",,,S",,
CHM00050915,"ULIASTAI, CH",45.517,116.967,840,2014-05,,,,,,,0,",S",3,",S",,,,,,,96,",S,30,",,,,,,,63.9,",,,S",,
