Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Colorado,US,2020-03-17T22:53:03Z,160,2,0,39.0598,-105.3111
NA,Iraq,2020-03-17T15:33:06Z,154,11,32,33.2232,43.6793
Guizhou,China,2020-03-17T07:33:03Z,147,2,144,26.8154,106.8748
Georgia,US,2020-03-17T20:13:22Z,146,1,0,33.0406,-83.6431
NA,India,2020-03-17T15:33:06Z,142,3,14,20.5937,78.9629
NA,Luxembourg,2020-03-17T15:33:06Z,140,1,0,49.8153,6.1296
Tianjin,China,2020-03-15T18:20:18Z,136,3,133,39.3054,117.323
Gansu,China,2020-03-15T18:20:18Z,133,2,91,36.0611,103.8343
Shanxi,China,2020-03-13T11:09:03Z,133,0,133,37.5777,112.2922
NA,Kuwait,2020-03-17T10:53:03Z,130,0,9,29.3117,47.4818
Liaoning,China,2020-03-17T12:13:13Z,125,1,120,41.2956,122.6085
NA,Lebanon,2020-03-17T10:53:03Z,120,3,3,33.8547,35.8623
NA,Peru,2020-03-17T15:53:12Z,117,0,1,-9.19,-75.0152
NA,Russia,2020-03-17T15:53:12Z,114,0,8,61.524,105.3188
Pennsylvania,US,2020-03-17T23:13:10Z,112,0,0,40.5908,-77.2098
Texas,US,2020-03-17T20:13:22Z,110,1,0,31.0545,-97.5635
NA,San Marino,2020-03-16T01:33:03Z,109,7,4,43.9424,12.4578
British Columbia,Canada,2020-03-16T19:13:13Z,103,4,4,53.7267,-127.6476
NA,United Arab Emirates,2020-03-16T00:22:11Z,98,0,23,23.4241,53.8478
Victoria,Australia,2020-03-17T12:53:09Z,94,0,8,-37.8136,144.9631
Jilin,China,2020-03-16T00:22:10Z,93,1,92,43.6661,126.1923
NA,Mexico,2020-03-17T10:53:03Z,82,0,4,23.6345,-102.5528
NA,Armenia,2020-03-17T19:33:02Z,78,0,1,40.0691,45.0382
Queensland,Australia,2020-03-17T12:33:07Z,78,0,8,-28.0167,153.4
NA,Taiwan*,2020-03-17T08:13:11Z,77,1,22,23.7,121
Xinjiang,China,2020-03-11T02:18:14Z,76,3,73,41.1129,85.2401
Inner Mongolia,China,2020-03-16T14:38:45Z,75,1,73,44.0935,113.9448
Ningxia,China,2020-03-16T14:38:45Z,75,0,75,37.2692,106.1655
Alberta,Canada,2020-03-17T03:13:18Z,74,0,0,53.9333,-116.5765
Quebec,Canada,2020-03-17T19:33:03Z,74,0,0,52.9399,-73.5491
Tennessee,US,2020-03-17T23:13:10Z,74,0,0,35.7478,-86.6923
NA,Slovakia,2020-03-17T02:13:34Z,72,0,0,48.669,19.699
Wisconsin,US,2020-03-17T20:13:22Z,72,0,1,44.2685,-89.6165
NA,Panama,2020-03-17T10:53:03Z,69,1,0,8.538,-80.7821
NA,Argentina,2020-03-17T15:53:12Z,68,2,3,-38.4161,-63.6167
Connecticut,US,2020-03-17T23:13:10Z,68,0,0,41.5978,-72.7554
NA,Bulgaria,2020-03-17T10:53:03Z,67,2,0,42.7339,25.4858
Ohio,US,2020-03-17T20:53:02Z,67,0,0,40.3888,-82.7649
Virginia,US,2020-03-17T20:13:22Z,67,2,0,37.7693,-78.17
Oregon,US,2020-03-17T23:13:10Z,66,1,0,44.572,-122.0709
NA,Vietnam,2020-03-17T15:53:12Z,66,0,16,14.0583,108.2772
NA,Colombia,2020-03-17T15:53:12Z,65,0,1,4.5709,-74.2973
NA,Croatia,2020-03-17T10:53:03Z,65,0,4,45.1,15.2
NA,Serbia,2020-03-17T11:13:18Z,65,0,1,44.0165,21.0059
Michigan,US,2020-03-17T20:53:02Z,65,0,0,43.3266,-84.5361
North Carolina,US,2020-03-17T23:13:10Z,64,0,0,35.6301,-79.8064
NA,South Africa,2020-03-16T14:38:45Z,62,0,0,-30.5595,22.9375
NA,Algeria,2020-03-17T03:13:15Z,60,4,12,28.0339,1.6596
Maryland,US,2020-03-17T16:13:14Z,60,0,3,39.0639,-76.8021
Minnesota,US,2020-03-17T17:53:03Z,60,0,0,45.6945,-93.9002
NA,Ecuador,2020-03-17T03:13:15Z,58,2,0,-1.8312,-78.1834
NA,Brunei,2020-03-17T15:53:12Z,56,0,0,4.5353,114.7277
Nevada,US,2020-03-17T23:33:02Z,56,1,0,38.3135,-117.0554
NA,Albania,2020-03-17T15:53:12Z,55,1,0,41.1533,20.1683
Utah,US,2020-03-17T20:53:02Z,51,0,0,40.15,-111.8624
NA,Hungary,2020-03-17T11:13:29Z,50,1,2,47.1625,19.5033
NA,Latvia,2020-03-17T11:13:29Z,49,0,1,56.8796,24.6032
Faroe Islands,Denmark,2020-03-17T10:13:13Z,47,0,0,61.8926,-6.9118
NA,Turkey,2020-03-17T22:13:16Z,47,1,0,38.9637,35.2433
Diamond Princess,US,2020-03-16T16:53:06Z,47,0,0,35.4437,139.638
South Carolina,US,2020-03-17T23:13:10Z,47,1,0,33.8569,-80.945
NA,Cyprus,2020-03-17T03:13:15Z,46,0,0,35.1264,33.4299
NA,Sri Lanka,2020-03-17T15:53:12Z,44,0,1,7.8731,80.7718
NA,Costa Rica,2020-03-17T03:13:15Z,41,0,0,9.7489,-83.7534
NA,Andorra,2020-03-17T20:53:02Z,39,0,1,42.5063,1.5218
Alabama,US,2020-03-17T23:13:10Z,39,0,0,32.3182,-86.9023
NA,Malta,2020-03-17T15:53:12Z,38,0,2,35.9375,14.3754
NA,Morocco,2020-03-17T15:53:12Z,38,2,1,31.7917,-7.0926
NA,Belarus,2020-03-16T14:38:45Z,36,0,3,53.7098,27.9534
NA,Georgia,2020-03-17T11:13:29Z,34,0,1,42.3154,43.3569
NA,Jordan,2020-03-17T11:13:29Z,34,0,1,30.5852,36.2384
NA,Cambodia,2020-03-17T15:53:13Z,33,0,1,12.5657,104.991
NA,Kazakhstan,2020-03-17T15:53:12Z,33,0,0,48.0196,66.9237
NA,Venezuela,2020-03-17T11:33:05Z,33,0,0,6.4238,-66.5897
Maine,US,2020-03-17T17:53:03Z,32,0,0,44.6939,-69.3819
Western Australia,Australia,2020-03-17T12:53:09Z,31,1,0,-31.9505,115.8605
NA,Moldova,2020-03-17T15:53:12Z,30,0,1,47.4116,28.3699
Indiana,US,2020-03-17T23:13:10Z,30,2,0,39.8494,-86.2583
South Australia,Australia,2020-03-16T14:38:46Z,29,0,3,-34.9285,138.6007
NA,Uruguay,2020-03-17T02:13:54Z,29,0,0,-32.5228,-55.7658
NA,Azerbaijan,2020-03-17T11:53:10Z,28,1,6,40.1431,47.5769
NA,Bosnia and Herzegovina,2020-03-17T15:53:12Z,26,0,2,43.9159,17.6791
NA,North Macedonia,2020-03-17T11:53:10Z,26,0,1,41.6086,21.7453
NA,Senegal,2020-03-17T12:33:06Z,26,0,2,14.4974,-14.4524
Kentucky,US,2020-03-17T23:33:02Z,26,1,1,37.6681,-84.6701
New Hampshire,US,2020-03-17T23:13:10Z,26,0,0,43.4525,-71.5639
NA,Lithuania,2020-03-17T18:53:02Z,25,0,1,55.1694,23.8813
NA,Oman,2020-03-17T11:53:10Z,24,0,9,21.4735,55.9754
NA,Tunisia,2020-03-17T11:53:10Z,24,0,0,33.8869,9.5375
Iowa,US,2020-03-16T23:53:03Z,23,0,0,42.0115,-93.2105
New Mexico,US,2020-03-17T23:13:10Z,23,0,0,34.8405,-106.2485
Rhode Island,US,2020-03-17T20:53:02Z,23,0,0,41.6809,-71.5118
NA,Afghanistan,2020-03-17T11:53:10Z,22,0,1,33.9391,67.71
Arkansas,US,2020-03-16T17:13:23Z,22,0,0,34.9697,-92.3731
District of Columbia,US,2020-03-16T23:53:03Z,22,0,0,38.8974,-77.0268
NA,Dominican Republic,2020-03-17T08:13:22Z,21,1,0,18.7357,-70.1627
Grand Princess,US,2020-03-17T20:53:02Z,21,0,0,37.6489,-122.6655
Mississippi,US,2020-03-17T17:53:03Z,21,0,0,32.7416,-89.6787
Nebraska,US,2020-03-17T17:53:03Z,21,0,0,41.1254,-98.2681
Arizona,US,2020-03-17T23:13:10Z,20,0,1,33.7298,-111.4312
Oklahoma,US,2020-03-17T17:53:03Z,19,0,0,35.5653,-96.9289
Qinghai,China,2020-03-11T02:18:14Z,18,0,18,35.7452,95.9956
NA,Guadeloupe,2020-03-17T10:53:03Z,18,0,0,16.265,-61.551
Kansas,US,2020-03-17T23:13:10Z,18,1,0,38.5266,-96.7265
NA,Martinique,2020-03-17T10:53:03Z,16,1,0,14.6415,-61.0242
Delaware,US,2020-03-17T23:33:02Z,16,0,0,39.3185,-75.5071
NA,Burkina Faso,2020-03-16T14:38:45Z,15,0,0,12.2383,-1.5616
NA,Ukraine,2020-03-17T19:33:02Z,14,2,0,48.3794,31.1656
NA,Maldives,2020-03-15T18:20:18Z,13,0,0,3.2028,73.2207
Macau,China,2020-03-17T04:32:18Z,12,0,10,22.1667,113.55
NA,Jamaica,2020-03-17T12:13:16Z,12,0,2,18.1096,-77.2975
NA,New Zealand,2020-03-17T11:53:10Z,12,0,0,-40.9006,174.886
Vermont,US,2020-03-16T17:13:23Z,12,0,0,44.0459,-72.7107
NA,Bolivia,2020-03-16T14:38:45Z,11,0,0,-16.2902,-63.5887
NA,French Guiana,2020-03-16T14:38:46Z,11,0,0,3.9339,-53.1258
Missouri,US,2020-03-17T23:33:02Z,11,0,0,38.4561,-92.2884
South Dakota,US,2020-03-17T23:33:02Z,11,1,0,44.2998,-99.4388
Wyoming,US,2020-03-17T23:53:03Z,11,0,0,42.756,-107.3025
NA,Bangladesh,2020-03-17T12:13:16Z,10,0,3,23.685,90.3563
NA,Cameroon,2020-03-17T15:53:13Z,10,0,0,3.848,11.5021
Hawaii,US,2020-03-17T17:33:03Z,10,0,0,21.0943,-157.4983
NA,Uzbekistan,2020-03-17T12:13:16Z,10,0,0,41.3775,64.5853
Reunion,France,2020-03-17T11:13:29Z,9,0,0,-21.1351,55.2471
NA,Paraguay,2020-03-17T12:13:16Z,9,0,0,-23.4425,-58.4438
NA,Reunion,2020-03-17T07:15:25Z,9,0,0,-21.1151,55.5364
Montana,US,2020-03-17T17:33:03Z,9,0,0,46.9219,-110.4544
Grand Princess,Canada,2020-03-17T03:13:18Z,8,0,0,37.6489,-122.6655
Manitoba,Canada,2020-03-17T19:33:03Z,8,0,0,53.7609,-98.8139
New Brunswick,Canada,2020-03-17T19:33:03Z,8,0,0,46.5653,-66.4619
NA,Honduras,2020-03-17T12:13:16Z,8,0,0,15.2,-86.2419
Idaho,US,2020-03-17T23:33:02Z,8,0,0,44.2405,-114.4788
Tasmania,Australia,2020-03-16T14:38:46Z,7,0,0,-41.4545,145.9707
Nova Scotia,Canada,2020-03-17T19:33:03Z,7,0,0,44.682,-63.7443
Saskatchewan,Canada,2020-03-16T20:13:20Z,7,0,0,52.9399,-106.4509
French Guiana,France,2020-03-17T07:33:03Z,7,0,0,4,-53
NA,Ghana,2020-03-17T19:33:02Z,7,0,0,7.9465,-1.0232
NA,Guyana,2020-03-17T10:53:03Z,7,1,0,4.8604,-58.9302
NA,Liechtenstein,2020-03-17T12:13:16Z,7,0,0,47.166,9.5554
NA,Monaco,2020-03-16T14:38:45Z,7,0,0,43.7384,7.4246
NA,Rwanda,2020-03-17T02:33:10Z,7,0,0,-1.9403,29.8739
Guadeloupe,France,2020-03-17T07:33:03Z,6,0,0,16.25,-61.5833
NA,Guatemala,2020-03-17T12:13:16Z,6,1,0,15.7835,-90.2308
Channel Islands,United Kingdom,2020-03-16T14:38:45Z,6,0,0,49.3723,-2.3644
NA,Cote d'Ivoire,2020-03-17T14:33:05Z,5,0,1,7.54,-5.5471
NA,Cuba,2020-03-17T15:53:13Z,5,0,0,21.5218,-77.7812
NA,Ethiopia,2020-03-16T14:38:45Z,5,0,0,9.145,40.4897
NA,Mongolia,2020-03-17T15:53:13Z,5,0,0,46.8625,103.8467
NA,Trinidad and Tobago,2020-03-17T15:53:13Z,5,0,0,10.6918,-61.2225
Puerto Rico,US,2020-03-16T00:22:11Z,5,0,0,18.2208,-66.5901
NA,Seychelles,2020-03-17T12:33:06Z,4,0,0,-4.6796,55.492
NA,Aruba,2020-03-17T12:33:07Z,3,0,0,12.5211,-69.9683
Newfoundland and Labrador,Canada,2020-03-17T17:53:03Z,3,0,0,53.1355,-57.6604
NA,Congo (Kinshasa),2020-03-17T12:33:06Z,3,0,0,-4.0383,21.7587
French Polynesia,France,2020-03-15T18:20:19Z,3,0,0,-17.6797,-149.4068
Saint Barthelemy,France,2020-03-16T14:38:45Z,3,0,0,17.9,-62.8333
NA,Guam,2020-03-16T02:13:16Z,3,0,0,13.4443,144.7937
NA,Kenya,2020-03-16T00:22:11Z,3,0,0,-0.0236,37.9062
Curacao,Netherlands,2020-03-17T12:33:07Z,3,0,0,12.1696,-68.99
NA,Nigeria,2020-03-17T12:33:06Z,3,0,0,9.082,8.6753
Alaska,US,2020-03-17T17:33:03Z,3,0,0,61.3707,-152.4044
Guam,US,2020-03-15T18:20:19Z,3,0,0,13.4443,144.7937
North Dakota,US,2020-03-17T23:33:02Z,3,0,0,47.5289,-99.784
Gibraltar,United Kingdom,2020-03-17T02:53:03Z,3,0,1,36.1408,-5.3536
Australian Capital Territory,Australia,2020-03-16T14:38:46Z,2,0,0,-35.4735,149.0124
NA,Barbados,2020-03-17T16:13:14Z,2,0,0,13.1939,-59.5432
St Martin,France,2020-03-14T16:33:03Z,2,0,0,18.0708,-63.0501
NA,Kosovo,2020-03-15T18:20:19Z,2,0,0,42.6026,20.903
NA,Montenegro,2020-03-17T21:33:02Z,2,0,0,42.5,19.3
NA,Namibia,2020-03-14T16:33:03Z,2,0,0,-22.9576,18.4904
NA,Saint Lucia,2020-03-17T04:32:19Z,2,0,0,13.9094,-60.9789
Virgin Islands,US,2020-03-17T20:53:02Z,2,0,0,18.3358,-64.8963
NA,Antigua and Barbuda,2020-03-15T18:20:19Z,1,0,0,17.0608,-61.7964
Northern Territory,Australia,2020-03-14T01:53:03Z,1,0,0,-12.4634,130.8456
NA,Benin,2020-03-16T14:38:46Z,1,0,0,9.3077,2.3158
NA,Bhutan,2020-03-13T22:22:02Z,1,0,0,27.5142,90.4336
Prince Edward Island,Canada,2020-03-15T02:13:21Z,1,0,0,46.5107,-63.4168
NA,Central African Republic,2020-03-16T03:33:03Z,1,0,0,6.6111,20.9394
Tibet,China,2020-03-11T02:18:14Z,1,0,1,31.6927,88.0924
NA,Congo (Brazzaville),2020-03-16T14:38:45Z,1,0,0,-0.228,15.8277
NA,Equatorial Guinea,2020-03-15T06:41:54Z,1,0,0,1.5,10
NA,Eswatini,2020-03-15T06:41:54Z,1,0,0,-26.5225,31.4659
Mayotte,France,2020-03-16T14:38:45Z,1,0,0,-12.8431,45.1383
NA,Gabon,2020-03-14T13:33:04Z,1,0,0,-0.8037,11.6094
NA,Greenland,2020-03-16T16:53:06Z,1,0,0,71.7069,-42.6043
NA,Guinea,2020-03-15T06:41:54Z,1,0,0,9.9456,-9.6966
NA,Holy See,2020-03-13T22:22:02Z,1,0,0,41.9029,12.4534
NA,Liberia,2020-03-17T12:13:16Z,1,0,0,6.4281,-9.4295
NA,Mauritania,2020-03-15T18:20:19Z,1,0,0,21.0079,-10.9408
NA,Mayotte,2020-03-16T14:38:45Z,1,0,0,-12.8275,45.1662
NA,Nepal,2020-03-13T22:22:03Z,1,0,1,28.3949,84.124
NA,Saint Vincent and the Grenadines,2020-03-14T16:33:03Z,1,0,0,12.9843,-61.2872
NA,Somalia,2020-03-16T14:38:46Z,1,0,0,5.1521,46.1996
NA,Sudan,2020-03-14T01:13:32Z,1,1,0,12.8628,30.2176
NA,Suriname,2020-03-14T16:33:03Z,1,0,0,3.9193,-56.0278
NA,Tanzania,2020-03-17T01:33:03Z,1,0,0,-6.369,34.8888
NA,The Bahamas,2020-03-16T03:33:03Z,1,0,0,24.25,-76
NA,The Gambia,2020-03-17T23:33:02Z,1,0,0,13.4667,-16.6
NA,Togo,2020-03-13T22:22:02Z,1,0,0,8.6195,0.8248
West Virginia,US,2020-03-17T23:33:02Z,1,0,0,38.4912,-80.9545
Cayman Islands,United Kingdom,2020-03-16T14:53:04Z,1,1,0,19.3133,-81.2546
From Diamond Princess,Australia,2020-03-14T02:33:04Z,0,0,0,35.4437,139.638
NA,Guernsey,2020-03-17T18:33:03Z,0,0,0,49.45,-2.58
NA,Jersey,2020-03-17T18:33:03Z,0,0,0,49.19,-2.11
NA,Puerto Rico,2020-03-17T16:13:14Z,0,0,0,18.2,-66.5
NA,Republic of the Congo,2020-03-17T21:33:03Z,0,0,0,-1.44,15.556
NA,occupied Palestinian territory,2020-03-11T20:53:02Z,0,0,0,31.9522,35.2332
